MEMBER_COUNT,FIND_MESSAGE_COUNT,OFFER_MESSAGE_COUNT,REQUEST_MESSAGE_COUNT,RESPONSE_MESSAGE_COUNT,MEMBER_INFO_REQUEST_MESSAGE_COUNT,MEMBER_INFO_RESPONSE_MESSAGE_COUNT,SYNCH_TOKEN_MESSAGE_COUNT,FINISH_MESSAGE_COUNT,FINISH_ACK_MESSAGE_COUNT,DISTRIBUTED_RESPONSE_MESSAGE_COUNT,CRYPTO_OPERATIONS_COUNT,DURATION_START,DURATION_END,KEY_AGREEMENT_START
3,0,1,2,0,0,0,0,0,2,2,19,1698485557317613989,1698485557319830625,1698485557318512078
