MEMBER_COUNT,FIND_MESSAGE_COUNT,OFFER_MESSAGE_COUNT,REQUEST_MESSAGE_COUNT,RESPONSE_MESSAGE_COUNT,MEMBER_INFO_REQUEST_MESSAGE_COUNT,MEMBER_INFO_RESPONSE_MESSAGE_COUNT,SYNCH_TOKEN_MESSAGE_COUNT,FINISH_MESSAGE_COUNT,FINISH_ACK_MESSAGE_COUNT,DISTRIBUTED_RESPONSE_MESSAGE_COUNT,CRYPTO_OPERATIONS_COUNT,DURATION_START,DURATION_END,KEY_AGREEMENT_START
1000,999,2,1059,1010,264,2124,1000,1,1,0,503498,1698142933726757988,1698142998486200771,1698142933741264842
